,Session Title/Poster Group,Poster #,Presentation Time,Title,Author(s),Paper ID
453,,149,15:20,Learning to Separate Multiple Illuminants in a Single Image,Zhuo Hui; Ayan Chakrabarti; Kalyan Sunkavalli; Aswin C. Sankaranarayanan,1931
454,,150,15:20,Shape Unicode: A Unified Shape Representation,Sanjeev Muralikrishnan; Vladimir G. Kim; Matthew Fisher; Siddhartha Chaudhuri,2050
455,,151,15:20,Robust Video Stabilization by Optimization in CNN Weight Space,Jiyang Yu; Ravi Ramamoorthi,2119
456,Low-Level & Optimization,152,15:20,Learning Linear Transformations for Fast Image and Video Style Transfer,Xueting Li; Sifei Liu; Jan Kautz; Ming-Hsuan Yang,99
457,,153,15:20,Local Detection of Stereo Occlusion Boundaries,Jialiang Wang; Todd Zickler,1370
458,,154,15:20,Bi-Directional Cascade Network for Perceptual Edge Detection,Jianzhong He; Shiliang Zhang; Ming Yang; Yanhu Shan; Tiejun Huang,1532
459,,155,15:20,Single Image Deraining: A Comprehensive Benchmark Analysis,Siyuan Li; Iago Breno Araujo; Wenqi Ren; Zhangyang Wang; Eric K. Tokuda; Roberto Hirata Junior; Roberto Cesar-Junior; Jiawan Zhang; Xiaojie Guo; Xiaochun Cao,1554
460,,156,15:20,Dynamic Scene Deblurring With Parameter Selective Sharing and Nested Skip Connections,Hongyun Gao; Xin Tao; Xiaoyong Shen; Jiaya Jia,1581
461,,157,15:20,Events-To-Video: Bringing Modern Computer Vision to Event Cameras,Henri Rebecq; René Ranftl; Vladlen Koltun; Davide Scaramuzza,1595
462,,158,15:20,Feedback Network for Image Super-Resolution,Zhen Li; Jinglei Yang; Zheng Liu; Xiaomin Yang; Gwanggil Jeon; Wei Wu,1648
463,,159,15:20,Semi-Supervised Transfer Learning for Image Rain Removal,Wei Wei; Deyu Meng; Qian Zhao; Zongben Xu; Ying Wu,1671
464,,160,15:20,EventNet: Asynchronous Recursive Event Processing,Yusuke Sekikawa; Kosuke Hara; Hideo Saito,1710
465,,161,15:20,Recurrent Back-Projection Network for Video Super-Resolution,Muhammad Haris; Gregory Shakhnarovich; Norimichi Ukita,1927
466,,162,15:20,Cascaded Partial Decoder for Fast and Accurate Salient Object Detection,Zhe Wu; Li Su; Qingming Huang,1968
467,,163,15:20,A Simple Pooling-Based Design for Real-Time Salient Object Detection,Jiang-Jiang Liu; Qibin Hou; Ming-Ming Cheng; Jiashi Feng; Jianmin Jiang,2031
468,,164,15:20,Contrast Prior and Fluid Pyramid Integration for RGBD Salient Object Detection,Jia-Xing Zhao; Yang Cao; Deng-Ping Fan; Ming-Ming Cheng; Xuan-Yi Li; Le Zhang,2128
469,,165,15:20,Progressive Image Deraining Networks: A Better and Simpler Baseline,Dongwei Ren; Wangmeng Zuo; Qinghua Hu; Pengfei Zhu; Deyu Meng,2140
470,Scenes & Representation,166,15:20,d-SNE: Domain Adaptation Using Stochastic Neighborhood Embedding,Xiang Xu; Xiong Zhou; Ragav Venkatesan; Gurumurthy Swaminathan; Orchid Majumder,6592
471,,167,15:20,Taking a Closer Look at Domain Shift: Category-Level Adversaries for Semantics Consistent Domain Adaptation,Yawei Luo; Liang Zheng; Tao Guan; Junqing Yu; Yi Yang,197
472,,168,15:20,ADVENT: Adversarial Entropy Minimization for Domain Adaptation in Semantic Segmentation,Tuan-Hung Vu; Himalaya Jain; Maxime Bucher; Matthieu Cord; Patrick Pérez,396
473,,169,15:20,ContextDesc: Local Descriptor Augmentation With Cross-Modality Context,Zixin Luo; Tianwei Shen; Lei Zhou; Jiahui Zhang; Yao Yao; Shiwei Li; Tian Fang; Long Quan,325
474,,170,15:20,Large-Scale Long-Tailed Recognition in an Open World,Ziwei Liu; Zhongqi Miao; Xiaohang Zhan; Jiayun Wang; Boqing Gong; Stella X. Yu,556
475,,171,15:20,AET vs. AED: Unsupervised Representation Learning by Auto-Encoding Transformations Rather Than Data,Liheng Zhang; Guo-Jun Qi; Liqiang Wang; Jiebo Luo,5137
476,,172,15:20,SDC – Stacked Dilated Convolution: A Unified Descriptor Network for Dense Matching Tasks,René Schuster; Oliver Wasenmüller; Christian Unger; Didier Stricker,576
477,,173,15:20,Learning Correspondence From the Cycle-Consistency of Time,Xiaolong Wang; Allan Jabri; Alexei A. Efros,2746
478,,174,15:20,AE2-Nets: Autoencoder in Autoencoder Networks,Changqing Zhang; Yeqing Liu; Huazhu Fu,2131
479,,175,15:20,Mitigating Information Leakage in Image Representations: A Maximum Entropy Approach,Proteek Chandan Roy; Vishnu Naresh Boddeti,1655
480,,176,15:20,Learning Spatial Common Sense With Geometry-Aware Recurrent Networks,Hsiao-Yu Fish Tung; Ricson Cheng; Katerina Fragkiadaki,3877
481,,177,15:20,Structured Knowledge Distillation for Semantic Segmentation,Yifan Liu; Ke Chen; Chris Liu; Zengchang Qin; Zhenbo Luo; Jingdong Wang,3147
482,,178,15:20,Scan2CAD: Learning CAD Model Alignment in RGB-D Scans,Armen Avetisyan; Manuel Dahnert; Angela Dai; Manolis Savva; Angel X. Chang; Matthias Nießner,977
483,,179,15:20,Towards Scene Understanding: Unsupervised Monocular Depth Estimation With Semantic-Aware Representation,Po-Yi Chen; Alexander H. Liu; Yen-Cheng Liu; Yu-Chiang Frank Wang,2799
484,,180,15:20,Tell Me Where I Am: Object-Level Scene Context Prediction,Xiaotian Qiao; Quanlong Zheng; Ying Cao; Rynson W.H. Lau,3107
485,,181,15:20,Normalized Object Coordinate Space for Category-Level 6D Object Pose and Size Estimation,He Wang; Srinath Sridhar; Jingwei Huang; Julien Valentin; Shuran Song; Leonidas J. Guibas,1373
486,,182,15:20,Supervised Fitting of Geometric Primitives to 3D Point Clouds,Lingxiao Li; Minhyuk Sung; Anastasia Dubrovina; Li Yi; Leonidas J. Guibas,2452
487,,183,15:20,Do Better ImageNet Models Transfer Better?,Simon Kornblith; Jonathon Shlens; Quoc V. Le,4225
488,,184,15:20,GSPN: Generative Shape Proposal Network for 3D Instance Segmentation in Point Cloud,Li Yi; Wang Zhao; He Wang; Minhyuk Sung; Leonidas J. Guibas,1371
489,,185,15:20,Attentive Relational Networks for Mapping Images to Scene Graphs,Mengshi Qi; Weijian Li; Zhengyuan Yang; Yunhong Wang; Jiebo Luo,1423
490,,186,15:20,Relational Knowledge Distillation,Wonpyo Park; Dongju Kim; Yan Lu; Minsu Cho,1500
491,,187,15:20,Compressing Convolutional Neural Networks via Factorized Convolutional Filters,Tuanhui Li; Baoyuan Wu; Yujiu Yang; Yanbo Fan; Yong Zhang; Wei Liu,1557
492,,188,15:20,On the Intrinsic Dimensionality of Image Representations,Sixue Gong; Vishnu Naresh Boddeti; Anil K. Jain,1586
493,,189,15:20,Part-Regularized Near-Duplicate Vehicle Re-Identification,Bing He; Jia Li; Yifan Zhao; Yonghong Tian,1593
494,,190,15:20,Self-Supervised Spatio-Temporal Representation Learning for Videos by Predicting Motion and Appearance Statistics,Jiangliu Wang; Jianbo Jiao; Linchao Bao; Shengfeng He; Yunhui Liu; Wei Liu,1785
495,,191,15:20,Classification-Reconstruction Learning for Open-Set Recognition,Ryota Yoshihashi; Wen Shao; Rei Kawakami; Shaodi You; Makoto Iida; Takeshi Naemura,1789
496,,192,15:20,Emotion-Aware Human Attention Prediction,Macario O. Cordel II; Shaojing Fan; Zhiqi Shen; Mohan S. Kankanhalli,1867
497,,193,15:20,Residual Regression With Semantic Prior for Crowd Counting,Jia Wan; Wenhan Luo; Baoyuan Wu; Antoni B. Chan; Wei Liu,1875
498,,194,15:20,Context-Reinforced Semantic Segmentation,Yizhou Zhou; Xiaoyan Sun; Zheng-Jun Zha; Wenjun Zeng,1881
499,,195,15:20,Adversarial Structure Matching for Structured Prediction Tasks,Jyh-Jing Hwang; Tsung-Wei Ke; Jianbo Shi; Stella X. Yu,1929
500,,196,15:20,Deep Spectral Clustering Using Dual Autoencoder Network,Xu Yang; Cheng Deng; Feng Zheng; Junchi Yan; Wei Liu,1981
501,,197,15:20,Deep Asymmetric Metric Learning via Rich Relationship Mining,Xinyi Xu; Yanhua Yang; Cheng Deng; Feng Zheng,1990
502,,198,15:20,Did It Change? Learning to Detect Point-Of-Interest Changes for Proactive Map Updates,Jérôme Revaud; Minhyeok Heo; Rafael S. Rezende; Chanmi You; Seong-Gyun Jeong,2011
503,,199,15:20,Associatively Segmenting Instances and Semantics in Point Clouds,Xinlong Wang; Shu Liu; Xiaoyong Shen; Chunhua Shen; Jiaya Jia,2017
504,,200,15:20,"Pattern-Affinitive Propagation Across Depth, Surface Normal and Semantic Segmentation",Zhenyu Zhang; Zhen Cui; Chunyan Xu; Yan Yan; Nicu Sebe; Jian Yang,2027
505,,201,15:20,Scene Categorization From Contours: Medial Axis Based Salience Measures,Morteza Rezanejad; Gabriel Downs; John Wilder; Dirk B. Walther; Allan Jepson; Sven Dickinson; Kaleem Siddiqi,2048
506,Language & Reasoning,202,15:20,Unsupervised Image Captioning,Yang Feng; Lin Ma; Wei Liu; Jiebo Luo,473
507,,203,15:20,Exact Adversarial Attack to Image Captioning via Structured Output Learning With Latent Variables,Yan Xu; Baoyuan Wu; Fumin Shen; Yanbo Fan; Yong Zhang; Heng Tao Shen; Wei Liu,1560
508,,204,15:20,Cross-Modal Relationship Inference for Grounding Referring Expressions,Sibei Yang; Guanbin Li; Yizhou Yu,1735
509,,205,15:20,What's to Know? Uncertainty as a Guide to Asking Goal-Oriented Questions,Ehsan Abbasnejad; Qi Wu; Qinfeng Shi; Anton van den Hengel,1771
510,,206,15:20,Iterative Alignment Network for Continuous Sign Language Recognition,Junfu Pu; Wengang Zhou; Houqiang Li,1777
511,,207,15:20,Neural Sequential Phrase Grounding (SeqGROUND),Pelin Dogan; Leonid Sigal; Markus Gross,1903
512,,208,15:20,CLEVR-Ref+: Diagnosing Visual Reasoning With Referring Expressions,Runtao Liu; Chenxi Liu; Yutong Bai; Alan L. Yuille,1938
513,,209,15:20,Describing Like Humans: On Diversity in Image Captioning,Qingzhong Wang; Antoni B. Chan,1964
514,,210,15:20,MSCap: Multi-Style Image Captioning With Unpaired Stylized Text,Longteng Guo; Jing Liu; Peng Yao; Jiangwei Li; Hanqing Lu,2078
515,"Applications, Medical, & Robotics",211,15:20,CRAVES: Controlling Robotic Arm With a Vision-Based Economic System,Yiming Zuo; Weichao Qiu; Lingxi Xie; Fangwei Zhong; Yizhou Wang; Alan L. Yuille,1381
516,,212,15:20,Networks for Joint Affine and Non-Parametric Image Registration,Zhengyang Shen; Xu Han; Zhenlin Xu; Marc Niethammer,1461
517,,213,15:20,Learning Shape-Aware Embedding for Scene Text Detection,Zhuotao Tian; Michelle Shu; Pengyuan Lyu; Ruiyu Li; Chao Zhou; Xiaoyong Shen; Jiaya Jia,1502
518,,214,15:20,Learning to Film From Professional Human Motion Videos,Chong Huang; Chuan-En Lin; Zhenyu Yang; Yan Kong; Peng Chen; Xin Yang; Kwang-Ting Cheng,1687
519,,215,15:20,Pay Attention! - Robustifying a Deep Visuomotor Policy Through Task-Focused Visual Attention,Pooya Abolghasemi; Amir Mazaheri; Mubarak Shah; Ladislau Bölöni,1920
520,,216,15:20,Deep Blind Video Decaptioning by Temporal Aggregation and Recurrence,Dahun Kim; Sanghyun Woo; Joon-Young Lee; In So Kweon,2089
521,Deep Learning,1,08:30,Learning Video Representations From Correspondence Proposals,Xingyu Liu; Joon-Young Lee; Hailin Jin,1213
522,,2,08:35,SiamRPN++: Evolution of Siamese Visual Tracking With Very Deep Networks,Bo Li; Wei Wu; Qiang Wang; Fangyi Zhang; Junliang Xing; Junjie Yan,1503
523,,3,08:40,Sphere Generative Adversarial Network Based on Geometric Moment Matching,Sung Woo Park; Junseok Kwon,2556
524,,4,08:48,Adversarial Attacks Beyond the Image Space,Xiaohui Zeng; Chenxi Liu; Yu-Siang Wang; Weichao Qiu; Lingxi Xie; Yu-Wing Tai; Chi-Keung Tang; Alan L. Yuille,1431
525,,5,08:53,Evading Defenses to Transferable Adversarial Examples by Translation-Invariant Attacks,Yinpeng Dong; Tianyu Pang; Hang Su; Jun Zhu,5297
526,,6,08:58,Decoupling Direction and Norm for Efficient Gradient-Based L2 Adversarial Attacks and Defenses,Jérôme Rony; Luiz G. Hafemann; Luiz S. Oliveira; Ismail Ben Ayed; Robert Sabourin; Eric Granger,6129
527,,7,09:06,A General and Adaptive Robust Loss Function,Jonathan T. Barron,1472
528,,8,09:11,Filter Pruning via Geometric Median for Deep Convolutional Neural Networks Acceleration,Yang He; Ping Liu; Ziwei Wang; Zhilan Hu; Yi Yang,2677
529,,9,09:16,Learning to Quantize Deep Networks by Optimizing Quantization Intervals With Task Loss,Sangil Jung; Changyong Son; Seohyung Lee; Jinwoo Son; Jae-Joon Han; Youngjun Kwak; Sung Ju Hwang; Changkyu Choi,4595
530,,10,09:24,Not All Areas Are Equal: Transfer Learning for Semantic Segmentation via Hierarchical Region Selection,Ruoqi Sun; Xinge Zhu; Chongruo Wu; Chen Huang; Jianping Shi; Lizhuang Ma,1773
531,,11,09:29,Unsupervised Learning of Dense Shape Correspondence,Oshri Halimi; Or Litany; Emanuele Rodolà; Alex M. Bronstein; Ron Kimmel,3740
532,,12,09:34,Unsupervised Visual Domain Adaptation: A Deep Max-Margin Gaussian Process Approach,Minyoung Kim; Pritish Sahu; Behnam Gholami; Vladimir Pavlovic,4645
533,,13,09:42,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,Kamran Ghasedi; Xiaoqian Wang; Cheng Deng; Heng Huang,2726
534,,14,09:47,A Style-Based Generator Architecture for Generative Adversarial Networks,Tero Karras; Samuli Laine; Timo Aila,2860
535,,15,09:52,Parallel Optimal Transport GAN,Gil Avraham; Yan Zuo; Tom Drummond,5426
536,3D Single View & RGBD,106,08:30,3D-SIS: 3D Semantic Instance Segmentation of RGB-D Scans,Ji Hou; Angela Dai; Matthias Nießner,1170
537,,107,08:35,Causes and Corrections for Bimodal Multi-Path Scanning With Structured Light,Yu Zhang; Daniel L. Lau; Ying Yu,4854
538,,108,08:40,TextureNet: Consistent Local Parametrizations for Learning From High-Resolution Signals on Meshes,Jingwei Huang; Haotian Zhang; Li Yi; Thomas Funkhouser; Matthias Nießner; Leonidas J. Guibas,7048
539,,109,08:48,PlaneRCNN: 3D Plane Detection and Reconstruction From a Single Image,Chen Liu; Kihwan Kim; Jinwei Gu; Yasutaka Furukawa; Jan Kautz,704
540,,110,08:53,Occupancy Networks: Learning 3D Reconstruction in Function Space,Lars Mescheder; Michael Oechsle; Michael Niemeyer; Sebastian Nowozin; Andreas Geiger,3976
541,,111,08:58,3D Shape Reconstruction From Images in the Frequency Domain,Weichao Shen; Yunde Jia; Yuwei Wu,2575
542,,112,09:06,SiCloPe: Silhouette-Based Clothed People,Ryota Natsume; Shunsuke Saito; Zeng Huang; Weikai Chen; Chongyang Ma; Hao Li; Shigeo Morishima,1456
543,,113,09:11,Detailed Human Shape Estimation From a Single Image by Hierarchical Mesh Deformation,Hao Zhu; Xinxin Zuo; Sen Wang; Xun Cao; Ruigang Yang,3102
544,,114,09:16,Convolutional Mesh Regression for Single-Image Human Shape Reconstruction,Nikos Kolotouros; Georgios Pavlakos; Kostas Daniilidis,4841
545,,115,09:24,H+O: Unified Egocentric Recognition of 3D Hand-Object Poses and Interactions,Bugra Tekin; Federica Bogo; Marc Pollefeys,2754
546,,116,09:29,Learning the Depths of Moving People by Watching Frozen People,Zhengqi Li; Tali Dekel; Forrester Cole; Richard Tucker; Noah Snavely; Ce Liu; William T. Freeman,3419
547,,117,09:34,Extreme Relative Pose Estimation for RGB-D Scans via Scene Completion,Zhenpei Yang; Jeffrey Z. Pan; Linjie Luo; Xiaowei Zhou; Kristen Grauman; Qixing Huang,3439
548,,118,09:42,A Skeleton-Bridged Deep Learning Approach for Generating Meshes of Complex Topologies From Single RGB Images,Jiapeng Tang; Xiaoguang Han; Junyi Pan; Kui Jia; Xin Tong,1943
549,,119,09:47,Learning Structure-And-Motion-Aware Rolling Shutter Correction,Bingbing Zhuang; Quoc-Huy Tran; Pan Ji; Loong-Fah Cheong; Manmohan Chandraker,3451
550,,120,09:52,PVNet: Pixel-Wise Voting Network for 6DoF Pose Estimation,Sida Peng; Yuan Liu; Qixing Huang; Xiaowei Zhou; Hujun Bao,3871
551,Motion & Biometrics,135,08:30,SelFlow: Self-Supervised Learning of Optical Flow,Pengpeng Liu; Michael Lyu; Irwin King; Jia Xu,236
552,,136,08:35,Taking a Deeper Look at the Inverse Compositional Algorithm,Zhaoyang Lv; Frank Dellaert; James M. Rehg; Andreas Geiger,3963
553,,137,08:40,Deeper and Wider Siamese Networks for Real-Time Visual Tracking,Zhipeng Zhang; Houwen Peng,1197
554,,138,08:48,Self-Supervised Adaptation of High-Fidelity Face Models for Monocular Performance Tracking,Jae Shin Yoon; Takaaki Shiratori; Shoou-I Yu; Hyun Soo Park,952
555,,139,08:53,Diverse Generation for Multi-Agent Sports Games,Raymond A. Yeh; Alexander G. Schwing; Jonathan Huang; Kevin Murphy,2738
556,,140,08:58,Efficient Online Multi-Person 2D Pose Tracking With Recurrent Spatio-Temporal Affinity Fields,Yaadhav Raaj; Haroon Idrees; Gines Hidalgo; Yaser Sheikh,3444
557,,141,09:06,GFrames: Gradient-Based Local Reference Frame for 3D Shape Matching,Simone Melzi; Riccardo Spezialetti; Federico Tombari; Michael M. Bronstein; Luigi Di Stefano; Emanuele Rodolà,1391
558,,142,09:11,Eliminating Exposure Bias and Metric Mismatch in Multiple Object Tracking,Andrii Maksai; Pascal Fua,6191
559,,143,09:16,Graph Convolutional Tracking,Junyu Gao; Tianzhu Zhang; Changsheng Xu,3119
560,,144,09:24,ATOM: Accurate Tracking by Overlap Maximization,Martin Danelljan; Goutam Bhat; Fahad Shahbaz Khan; Michael Felsberg,4984
561,,145,09:29,Visual Tracking via Adaptive Spatially-Regularized Correlation Filters,Kenan Dai; Dong Wang; Huchuan Lu; Chong Sun; Jianhua Li,1202
562,,146,09:34,Deep Tree Learning for Zero-Shot Face Anti-Spoofing,Yaojie Liu; Joel Stehouwer; Amin Jourabloo; Xiaoming Liu,496
563,,147,09:42,ArcFace: Additive Angular Margin Loss for Deep Face Recognition,Jiankang Deng; Jia Guo; Niannan Xue; Stefanos Zafeiriou,1140
564,,148,09:47,Learning Joint Gait Representation via Quintuplet Loss Minimization,Kaihao Zhang; Wenhan Luo; Lin Ma; Wei Liu; Hongdong Li,1617
565,,149,09:52,Gait Recognition via Disentangled Representation Learning,Ziyuan Zhang; Luan Tran; Xi Yin; Yousef Atoum; Xiaoming Liu; Jian Wan; Nanxin Wang,4898
566,Deep Learning,1,10:00,Learning Video Representations From Correspondence Proposals,Xingyu Liu; Joon-Young Lee; Hailin Jin,1213
567,,2,10:00,SiamRPN++: Evolution of Siamese Visual Tracking With Very Deep Networks,Bo Li; Wei Wu; Qiang Wang; Fangyi Zhang; Junliang Xing; Junjie Yan,1503
568,,3,10:00,Sphere Generative Adversarial Network Based on Geometric Moment Matching,Sung Woo Park; Junseok Kwon,2556
569,,4,10:00,Adversarial Attacks Beyond the Image Space,Xiaohui Zeng; Chenxi Liu; Yu-Siang Wang; Weichao Qiu; Lingxi Xie; Yu-Wing Tai; Chi-Keung Tang; Alan L. Yuille,1431
570,,5,10:00,Evading Defenses to Transferable Adversarial Examples by Translation-Invariant Attacks,Yinpeng Dong; Tianyu Pang; Hang Su; Jun Zhu,5297
571,,6,10:00,Decoupling Direction and Norm for Efficient Gradient-Based L2 Adversarial Attacks and Defenses,Jérôme Rony; Luiz G. Hafemann; Luiz S. Oliveira; Ismail Ben Ayed; Robert Sabourin; Eric Granger,6129
572,,7,10:00,A General and Adaptive Robust Loss Function,Jonathan T. Barron,1472
573,,8,10:00,Filter Pruning via Geometric Median for Deep Convolutional Neural Networks Acceleration,Yang He; Ping Liu; Ziwei Wang; Zhilan Hu; Yi Yang,2677
574,,9,10:00,Learning to Quantize Deep Networks by Optimizing Quantization Intervals With Task Loss,Sangil Jung; Changyong Son; Seohyung Lee; Jinwoo Son; Jae-Joon Han; Youngjun Kwak; Sung Ju Hwang; Changkyu Choi,4595
575,,10,10:00,Not All Areas Are Equal: Transfer Learning for Semantic Segmentation via Hierarchical Region Selection,Ruoqi Sun; Xinge Zhu; Chongruo Wu; Chen Huang; Jianping Shi; Lizhuang Ma,1773
576,,11,10:00,Unsupervised Learning of Dense Shape Correspondence,Oshri Halimi; Or Litany; Emanuele Rodolà; Alex M. Bronstein; Ron Kimmel,3740
577,,12,10:00,Unsupervised Visual Domain Adaptation: A Deep Max-Margin Gaussian Process Approach,Minyoung Kim; Pritish Sahu; Behnam Gholami; Vladimir Pavlovic,4645
578,,13,10:00,Balanced Self-Paced Learning for Generative Adversarial Clustering Network,Kamran Ghasedi; Xiaoqian Wang; Cheng Deng; Heng Huang,2726
579,,14,10:00,A Style-Based Generator Architecture for Generative Adversarial Networks,Tero Karras; Samuli Laine; Timo Aila,2860
580,,15,10:00,Parallel Optimal Transport GAN,Gil Avraham; Yan Zuo; Tom Drummond,5426
581,,16,10:00,Reversible GANs for Memory-Efficient Image-To-Image Translation,Tycho F.A. van der Ouderaa; Daniel E. Worrall,2292
582,,17,10:00,Sensitive-Sample Fingerprinting of Deep Neural Networks,Zecheng He; Tianwei Zhang; Ruby Lee,2306
583,,18,10:00,Soft Labels for Ordinal Regression,Raúl Díaz; Amit Marathe,2320
584,,19,10:00,Local to Global Learning: Gradually Adding Classes for Training Deep Neural Networks,Hao Cheng; Dongze Lian; Bowen Deng; Shenghua Gao; Tao Tan; Yanlin Geng,2377
585,,20,10:00,"What Does It Mean to Learn in Deep Networks? And, How Does One Detect Adversarial Attacks?",Ciprian A. Corneanu; Meysam Madadi; Sergio Escalera; Aleix M. Martinez,2447
586,,21,10:00,Handwriting Recognition in Low-Resource Scripts Using Adversarial Learning,Ayan Kumar Bhunia; Abhirup Das; Ankan Kumar Bhunia; Perla Sai Raj Kishore; Partha Pratim Roy,2459
587,,22,10:00,Adversarial Defense Through Network Profiling Based Path Extraction,Yuxian Qiu; Jingwen Leng; Cong Guo; Quan Chen; Chao Li; Minyi Guo; Yuhao Zhu,2466
588,,23,10:00,RENAS: Reinforced Evolutionary Neural Architecture Search,Yukang Chen; Gaofeng Meng; Qian Zhang; Shiming Xiang; Chang Huang; Lisen Mu; Xinggang Wang,2494
589,,24,10:00,Co-Occurrence Neural Network,Irina Shevlev; Shai Avidan,2537
