,Paper ID,Title,Author(s)
359,4172,Motion Segmentation by Exploiting Complementary Geometric Models,Xun Xu ; Loong Fah Cheong ; Zhuwen Li 
360,4239,"Estimation of Camera Locations in Highly Corrupted Scenarios: All About That Base, No Shape Trouble",Yunpeng Shi ; Gilad Lerman 
361,345,4D Human Body Correspondences From Panoramic Depth Maps,Zhong Li ; Minye Wu ; Wangyiteng Zhou ; Jingyi Yu 
362,491,Reconstructing Thin Structures of Manifold Surfaces by Integrating Spatial Curves,Shiwei Li ; Yao Yao ; Tian Fang ; Long Quan 
363,759,Multi-View Consistency as Supervisory Signal for Learning Shape and Pose Prediction,Shubham Tulsiani ; Alexei A. Efros ; Jitendra Malik 
364,1443,Probabilistic Plant Modeling via Multi-View Image-to-Image Translation,Takahiro Isokane ; Fumio Okura ; Ayaka Ide ; Yasuyuki Matsushita ; Yasushi Yagi 
365,1704,Deep Marching Cubes: Learning Explicit Surface Representations,Yiyi Liao ; Simon DonnÃ© ; Andreas Geiger 
366,1893,Tags2Parts: Discovering Semantic Regions From Shape Tags,Sanjeev Muralikrishnan ; Vladimir G. Kim ; Siddhartha Chaudhuri 
367,1990,Uncalibrated Photometric Stereo Under Natural Illumination,Zhipeng Mo ; Boxin Shi ; Feng Lu ; Sai-Kit Yeung ; Yasuyuki Matsushita 
368,2443,Robust Depth Estimation From Auto Bracketed Images,Sunghoon Im ; Hae-Gon Jeon ; In So Kweon 
369,2501,Free Supervision From Video Games,Philipp KrÃ¤henbÃ¼hl 
370,2647,Planar Shape Detection at Structural Scales,Hao Fang ; Florent Lafarge ; Mathieu Desbrun 
371,2715,Pix3D: Dataset and Methods for Single-Image 3D Shape Modeling,Xingyuan Sun ; Jiajun Wu ; Xiuming Zhang ; Zhoutong Zhang ; Chengkai Zhang ; Tianfan Xue ; Joshua B. Tenenbaum ; William T. Freeman 
372,2936,Camera Pose Estimation With Unknown Principal Point,Viktor Larsson ; Zuzana Kukelova ; Yinqiang Zheng 
373,2988,Inverse Composition Discriminative Optimization for Point Cloud Registration,Jayakorn Vongkulbhisal ; BeÃ±at Irastorza Ugalde ; Fernando De la Torre ; JoÃ£o P. Costeira 
374,711,SurfConv: Bridging 3D and 2D Convolution for RGBD Images,Hang Chu ; Wei-Chiu Ma ; Kaustav Kundu ; Raquel Urtasun ; Sanja Fidler 
375,762,A Fast Resection-Intersection Method for the Known Rotation Problem,Qianggong Zhang ; Tat-Jun Chin ; Huu Minh Le 
376,1914,3D Pose Estimation and 3D Model Retrieval for Objects in the Wild,Alexander Grabner ; Peter M. Roth ; Vincent Lepetit 
377,2723,Structure From Recurrent Motion: From Rigidity to Recurrency,Xiu Li ; Hongdong Li ; Hanbyul Joo ; Yebin Liu ; Yaser Sheikh 
378,3027,Learning Patch Reconstructability for Accelerating Multi-View Stereo,Alex Poms ; Chenglei Wu ; Shoou-I Yu ; Yaser Sheikh 
379,3219,Progressively Complementarity-Aware Fusion Network for RGB-D Salient Object Detection,Hao Chen ; Youfu Li 
380,3826,"Pixels, Voxels, and Views: A Study of Shape Representations for Single View 3D Object Shape Prediction",Daeyun Shin ; Charless C. Fowlkes ; Derek Hoiem 
381,816,Learning Dual Convolutional Neural Networks for Low-Level Vision,Jinshan Pan ; Sifei Liu ; Deqing Sun ; Jiawei Zhang ; Yang Liu ; Jimmy Ren ; Zechao Li ; Jinhui Tang ; Huchuan Lu ; Yu-Wing Tai ; Ming-Hsuan Yang 
382,1133,Defocus Blur Detection via Multi-Stream Bottom-Top-Bottom Fully Convolutional Network,Wenda Zhao ; Fan Zhao ; Dong Wang ; Huchuan Lu 
383,1251,PiCANet: Learning Pixel-Wise Contextual Attention for Saliency Detection,Nian Liu ; Junwei Han ; Ming-Hsuan Yang 
384,1508,Curve Reconstruction via the Global Statistics of Natural Curves,Ehud Barnea ; Ohad Ben-Shahar 
385,1838,What Do Deep Networks Like to See?,Sebastian Palacio ; Joachim Folz ; JÃ¶rn Hees ; Federico Raue ; Damian Borth ; Andreas Dengel 
386,2253,âZero-Shotâ Super-Resolution Using Deep Internal Learning,Assaf Shocher ; Nadav Cohen ; Michal Irani 
387,2268,"Detect Globally, Refine Locally: A Novel Approach to Saliency Detection",Tiantian Wang ; Lihe Zhang ; Shuo Wang ; Huchuan Lu ; Gang Yang ; Xiang Ruan ; Ali Borji 
388,2605,Beyond the Pixel-Wise Loss for Topology-Aware Delineation,Agata Mosinska ; Pablo MÃ¡rquez-Neila ; Mateusz KoziÅski ; Pascal Fua 
389,2644,KIPPI: KInetic Polygonal Partitioning of Images,Jean-Philippe Bauchet ; Florent Lafarge 
390,2954,Image Blind Denoising With Generative Adversarial Network Based Noise Modeling,Jingwen Chen ; Jiawei Chen ; Hongyang Chao ; Ming Yang 
391,3269,Multi-Scale Weighted Nuclear Norm Image Restoration,Noam Yair ; Tomer Michaeli 
392,3442,MoNet: Moments Embedding Network,Mengran Gou ; Fei Xiong ; Octavia Camps ; Mario Sznaier 
393,3798,Active Fixation Control to Predict Saccade Sequences,Calden Wloka ; Iuliia Kotseruba ; John K. Tsotsos 
394,49,Densely Connected Pyramid Dehazing Network,He Zhang ; Vishal M. Patel 
395,512,Universal Denoising Networks : A Novel CNN Architecture for Image Denoising,Stamatios Lefkimmiatis 
396,673,Learning Convolutional Networks for Content-Weighted Image Compression,Mu Li ; Wangmeng Zuo ; Shuhang Gu ; Debin Zhao ; David Zhang 
397,823,Deep Video Super-Resolution Network Using Dynamic Upsampling Filters Without Explicit Motion Compensation,Younghyun Jo ; Seoung Wug Oh ; Jaeyeon Kang ; Seon Joo Kim 
398,1118,Erase or Fill? Deep Joint Recurrent Rain Removal and Reconstruction in Videos,Jiaying Liu ; Wenhan Yang ; Shuai Yang ; Zongming Guo 
399,1226,Flow Guided Recurrent Neural Encoder for Video Salient Object Detection,Guanbin Li ; Yuan Xie ; Tianhao Wei ; Keze Wang ; Liang Lin 
400,1252,Gated Fusion Network for Single Image Dehazing,Wenqi Ren ; Lin Ma ; Jiawei Zhang ; Jinshan Pan ; Xiaochun Cao ; Wei Liu ; Ming-Hsuan Yang 
401,1440,Learning a Single Convolutional Super-Resolution Network for Multiple Degradations,Kai Zhang ; Wangmeng Zuo ; Lei Zhang 
402,1792,Non-Blind Deblurring: Handling Kernel Uncertainty With CNNs,Subeesh Vasu ; Venkatesh Reddy Maligireddy ; A. N. Rajagopalan 
403,1939,Boundary Flow: A Siamese Network That Predicts Boundary Motion Without Training on Motion,Peng Lei ; Fuxin Li ; Sinisa Todorovic 
404,1981,Learning to See in the Dark,Chen Chen ; Qifeng Chen ; Jia Xu ; Vladlen Koltun 
405,170,BPGrad: Towards Global Optimality in Deep Learning via Branch and Pruning,Ziming Zhang ; Yuanwei Wu ; Guanghui Wang 
406,200,Perturbative Neural Networks,Felix Juefei-Xu ; Vishnu Naresh Boddeti ; Marios Savvides 
407,506,Unsupervised Correlation Analysis,Yedid Hoshen ; Lior Wolf 
408,1103,A Biresolution Spectral Framework for Product Quantization,Lopamudra Mukherjee ; Sathya N. Ravi ; Jiming Peng ; Vikas Singh 
409,1320,Domain Adaptive Faster R-CNN for Object Detection in the Wild,Yuhua Chen ; Wen Li ; Christos Sakaridis ; Dengxin Dai ; Luc Van Gool 
410,1590,Low-Shot Learning With Large-Scale Diffusion,Matthijs Douze ; Arthur Szlam ; Bharath Hariharan ; HervÃ© JÃ©gou 
411,1630,Joint Pose and Expression Modeling for Facial Expression Recognition,Feifei Zhang ; Tianzhu Zhang ; Qirong Mao ; Changsheng Xu 
412,1799,Lightweight Probabilistic Deep Networks,Jochen Gast ; Stefan Roth 
413,2503,Adversarially Learned One-Class Classifier for Novelty Detection,Mohammad Sabokrou ammad Khalooei ; Mahmood Fathy an Adeli 
414,2722,Defense Against Universal Adversarial Perturbations,Naveed Akhtar ; Jian Liu ; Ajmal Mian 
415,2797,Disentangling Factors of Variation by Mixing Them,Qiyang Hu ; Attila SzabÃ³ ; Tiziano Portenier ; Paolo Favaro ; Matthias Zwicker 
416,3247,Deformable GANs for Pose-Based Human Image Generation,Aliaksandr Siarohin ; Enver Sangineto ; StÃ©phane LathuiliÃ¨re ; Nicu Sebe 
417,3315,Hierarchical Recurrent Attention Networks for Structured Online Maps,Namdar Homayounfar ; Wei-Chiu Ma ; Shrinidhi Kowshika Lakshmikanth ; Raquel Urtasun 
418,3352,Sliced Wasserstein Distance for Learning Gaussian Mixture Models,Soheil Kolouri ; Gustavo K. Rohde ; Heiko Hoffmann 
419,3383,Aligning Infinite-Dimensional Covariance Matrices in Reproducing Kernel Hilbert Spaces for Domain Adaptation,Zhen Zhang ; Mianzhi Wang ; Yan Huang ; Arye Nehorai 
420,3412,CLEAR: Cumulative LEARning for One-Shot One-Class Image Recognition,Jedrzej Kozerawski ; Matthew Turk 
421,3558,Local and Global Optimization Techniques in Graph-Based Clustering,Daiki Ikami ; Toshihiko Yamasaki ; Kiyoharu Aizawa 
422,3604,Multi-Task Learning by Maximizing Statistical Dependence,Youssef A. Mejjati ; Darren Cosker ; Kwang In Kim 
423,3687,Robust Classification With Convolutional Prototype Learning,Hong-Ming Yang ; Xu-Yao Zhang ; Fei Yin ; Cheng-Lin Liu 
424,3722,Generative Modeling Using the Sliced Wasserstein Distance,Ishan Deshpande ; Ziyu Zhang ; Alexander G. Schwing 
425,3809,Learning Time/Memory-Efficient Deep Architectures With Budgeted Super Networks,Tom VÃ©niat ; Ludovic Denoyer 
426,3867,Cross-View Image Synthesis Using Conditional GANs,Krishna Regmi ; Ali Borji 
427,85,"Sparse, Smart Contours to Represent and Edit Images",Tali Dekel ; Chuang Gan ; Dilip Krishnan ; Ce Liu ; William T. Freeman 
428,494,Anticipating Traffic Accidents With Adaptive Loss and Large-Scale Incident DB,Tomoyuki Suzuki ; Hirokatsu Kataoka ; Yoshimitsu Aoki ; Yutaka Satoh 
429,1020,A Minimalist Approach to Type-Agnostic Detection of Quadrics in Point Clouds,Tolga Birdal ; Benjamin Busam ; Nassir Navab ; Slobodan Ilic ; Peter Sturm 
430,1170,Facelet-Bank for Fast Portrait Manipulation,Ying-Cong Chen ; Huaijia Lin ; Michelle Shu ; Ruiyu Li ; Xin Tao ; Xiaoyong Shen ; Yangang Ye ; Jiaya Jia 
431,1539,Visual to Sound: Generating Natural Sound for Videos in the Wild,Yipin Zhou ; Zhaowen Wang ; Chen Fang ; Trung Bui ; Tamara L. Berg 
432,1128,3D-RCNN: Instance-Level 3D Object Reconstruction via Render-and-Compare,Abhijit Kundu ; Yin Li ; James M. Rehg 
433,3013,"Fast and Furious: Real Time End-to-End 3D Detection, Tracking and Motion Forecasting With a Single Convolutional Net",Wenjie Luo ; Bin Yang ; Raquel Urtasun 
434,552,An Analysis of Scale Invariance in Object Detection Â­ SNIP,Bharat Singh ; Larry S. Davis 
435,2498,Relation Networks for Object Detection,Han Hu ; Jiayuan Gu ; Zheng Zhang ; Jifeng Dai ; Yichen Wei 
436,488,Zero-Shot Sketch-Image Hashing,Yuming Shen ; Li Liu ; Fumin Shen ; Ling Shao 
437,1597,VizWiz Grand Challenge: Answering Visual Questions From Blind People,Danna Gurari ; Qing Li ; Abigale J. Stangl ; Anhong Guo ; Chi Lin ; Kristen Grauman ; Jiebo Luo ; Jeffrey P. Bigham 
438,2726,Divide and Grow: Capturing Huge Diversity in Crowd Images With Incrementally Growing CNN,Deepak Babu Sam ; Neeraj N. Sajjan ; R. Venkatesh Babu ; Mukundhan Srinivasan 
439,2732,Structured Set Matching Networks for One-Shot Part Labeling,Jonghyun Choi ; Jayant Krishnamurthy ; Aniruddha Kembhavi ; Ali Farhadi 
440,2827,Self-Supervised Learning of Geometrically Stable Features Through Probabilistic Introspection,David Novotny ; Samuel Albanie ; Diane Larlus ; Andrea Vedaldi 
441,3659,Link and Code: Fast Indexing With Graphs and Compact Regression Codes,Matthijs Douze ; Alexandre Sablayrolles ; HervÃ© JÃ©gou 
442,465,Textbook Question Answering Under Instructor Guidance With Memory Networks,Juzheng Li ; Hang Su ; Jun Zhu ; Siyu Wang ; Bo Zhang 
443,909,Unsupervised Deep Generative Adversarial Hashing Network,Kamran Ghasedi Dizaji ; Feng Zheng ; Najmeh Sadoughi ; Yanhua Yang ; Cheng Deng ; Heng Huang 
444,1027,Vision-and-Language Navigation: Interpreting Visually-Grounded Navigation Instructions in Real Environments,Peter Anderson ; Qi Wu ; Damien Teney ; Jake Bruce ; Mark Johnson ; Niko SÃ¼nderhauf ; Ian Reid ; Stephen Gould ; Anton van den Hengel 
445,2022,DenseASPP for Semantic Segmentation in Street Scenes,Maoke Yang ; Kun Yu ; Chi Zhang ; Zhiwei Li ; Kuiyuan Yang 
446,3595,Efficient Optimization for Rank-Based Loss Functions,Pritish Mohapatra ; Michal RolÃ­nek ; C.V. Jawahar ; Vladimir Kolmogorov ; M. Pawan Kumar 
447,2650,Wasserstein Introspective Neural Networks,Kwonjoon Lee ; Weijian Xu ; Fan Fan ; Zhuowen Tu 
448,744,Taskonomy: Disentangling Task Transfer Learning,Amir R. Zamir ; Alexander Sax ; William Shen ; Leonidas J. Guibas ; Jitendra Malik ; Silvio Savarese 
449,1470,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation,Kuniaki Saito ; Kohei Watanabe ; Yoshitaka Ushiku ; Tatsuya Harada 
450,801,Unsupervised Feature Learning via Non-Parametric Instance Discrimination,Zhirong Wu ; Yuanjun Xiong ; Stella X. Yu ; Dahua Lin 
451,1589,Multi-Task Adversarial Network for Disentangled Feature Learning,Yang Liu ; Zhaowen Wang ; Hailin Jin ; Ian Wassell 
452,1593,Learning From Synthetic Data: Addressing Domain Shift for Semantic Segmentation,Swami Sankaranarayanan ; Yogesh Balaji ; Arpit Jain ; Ser Nam Lim ; Rama Chellappa 
453,2851,Empirical Study of the Topology and Geometry of Deep Networks,Alhussein Fawzi ; Seyed-Mohsen Moosavi-Dezfooli ; Pascal Frossard ; Stefano Soatto 
454,3548,Boosting Domain Adaptation by Discovering Latent Domains,Massimiliano Mancini ; Lorenzo Porzi ; Samuel Rota BulÃ² ; Barbara Caputo ; Elisa Ricci 
455,27,Shape From Shading Through Shape Evolution,Dawei Yang ; Jia Deng 
456,974,Weakly Supervised Instance Segmentation Using Class Peak Response,Yanzhao Zhou ; Yi Zhu ; Qixiang Ye ; Qiang Qiu ; Jianbin Jiao 
457,1410,Collaborative and Adversarial Network for Unsupervised Domain Adaptation,Weichen Zhang ; Wanli Ouyang ; Wen Li ; Dong Xu 
458,1643,Environment Upgrade Reinforcement Learning for Non-Differentiable Multi-Stage Pipelines,Shuqin Xie ; Zitian Chen ; Chao Xu ; Cewu Lu 
459,1919,Teaching Categories to Human Learners With Visual Explanations,Oisin Mac Aodha ; Shihan Su ; Yuxin Chen ; Pietro Perona ; Yisong Yue 
460,2354,Density Adaptive Point Set Registration,Felix JÃ¤remo Lawin ; Martin Danelljan ; Fahad Shahbaz Khan ; Per-Erik ForssÃ©n ; Michael Felsberg 
461,483,Left-Right Comparative Recurrent Model for Stereo Matching,Zequn Jie ; Pengfei Wang ; Yonggen Ling ; Bo Zhao ; Yunchao Wei ; Jiashi Feng ; Wei Liu 
462,2567,Im2Pano3D: Extrapolating 360Â° Structure and Semantics Beyond the Field of View,Shuran Song ; Andy Zeng ; Angel X. Chang ; Manolis Savva ; Silvio Savarese ; Thomas Funkhouser 
463,2612,Polarimetric Dense Monocular SLAM,Luwei Yang ; Feitong Tan ; Ao Li ; Zhaopeng Cui ; Yasutaka Furukawa ; Ping Tan 
464,2974,"A Unifying Contrast Maximization Framework for Event Cameras, With Applications to Motion, Depth, and Optical Flow Estimation",Guillermo Gallego ; Henri Rebecq ; Davide Scaramuzza 
465,3156,Modeling Facial Geometry Using Compositional VAEs,Timur Bagautdinov ; Chenglei Wu ; Jason Saragih ; Pascal Fua ; Yaser Sheikh 
466,144,Tangent Convolutions for Dense Prediction in 3D,Maxim Tatarchenko ; Jaesik Park ; Vladlen Koltun ; Qian-Yi Zhou 
467,1719,RayNet: Learning Volumetric 3D Reconstruction With Ray Potentials,Despoina Paschalidou ; Osman Ulusoy ; Carolin Schmitt ; Luc Van Gool ; Andreas Geiger 
468,2792,Neural 3D Mesh Renderer,Hiroharu Kato ; Yoshitaka Ushiku ; Tatsuya Harada 
469,3491,Structured Attention Guided Convolutional Neural Fields for Monocular Depth Estimation,Dan Xu ; Wei Wang ; Hao Tang ; Hong Liu ; Nicu Sebe ; Elisa Ricci 
470,1099,Automatic 3D Indoor Scene Modeling From Single Panorama,Yang Yang ; Shi Jin ; Ruiyang Liu ; Sing Bing Kang ; Jingyi Yu 
471,4083,Extreme 3D Face Reconstruction: Seeing Through Occlusions,Anh Tuáº¥n Tráº§n ; Tal Hassner ; Iacopo Masi ; Eran Paz ; Yuval Nirkin ; GÃ©rard Medioni 
472,2972,Beyond GrÃ¶Bner Bases: Basis Selection for Minimal Solvers,Viktor Larsson ; Magnus Oskarsson ; Kalle ÃstrÃ¶m ; Alge Wallis ; Zuzana Kukelova ; Tomas Pajdla 
473,3438,"Lions and Tigers and Bears: Capturing Non-Rigid, 3D, Articulated Shape From Images",Silvia Zuffi ; Angjoo Kanazawa ; Michael J. Black 
474,1128,3D-RCNN: Instance-Level 3D Object Reconstruction via Render-and-Compare,Abhijit Kundu ; Yin Li ; James M. Rehg 
475,3013,"Fast and Furious: Real Time End-to-End 3D Detection, Tracking and Motion Forecasting With a Single Convolutional Net",Wenjie Luo ; Bin Yang ; Raquel Urtasun 
476,552,An Analysis of Scale Invariance in Object Detection Â­ SNIP,Bharat Singh ; Larry S. Davis 
477,2498,Relation Networks for Object Detection,Han Hu ; Jiayuan Gu ; Zheng Zhang ; Jifeng Dai ; Yichen Wei 
478,488,Zero-Shot Sketch-Image Hashing,Yuming Shen ; Li Liu ; Fumin Shen ; Ling Shao 
479,1597,VizWiz Grand Challenge: Answering Visual Questions From Blind People,Danna Gurari ; Qing Li ; Abigale J. Stangl ; Anhong Guo ; Chi Lin ; Kristen Grauman ; Jiebo Luo ; Jeffrey P. Bigham 
480,2726,Divide and Grow: Capturing Huge Diversity in Crowd Images With Incrementally Growing CNN,Deepak Babu Sam ; Neeraj N. Sajjan ; R. Venkatesh Babu ; Mukundhan Srinivasan 
481,2732,Structured Set Matching Networks for One-Shot Part Labeling,Jonghyun Choi ; Jayant Krishnamurthy ; Aniruddha Kembhavi ; Ali Farhadi 
482,2827,Self-Supervised Learning of Geometrically Stable Features Through Probabilistic Introspection,David Novotny ; Samuel Albanie ; Diane Larlus ; Andrea Vedaldi 
483,3659,Link and Code: Fast Indexing With Graphs and Compact Regression Codes,Matthijs Douze ; Alexandre Sablayrolles ; HervÃ© JÃ©gou 
484,465,Textbook Question Answering Under Instructor Guidance With Memory Networks,Juzheng Li ; Hang Su ; Jun Zhu ; Siyu Wang ; Bo Zhang 
485,909,Unsupervised Deep Generative Adversarial Hashing Network,Kamran Ghasedi Dizaji ; Feng Zheng ; Najmeh Sadoughi ; Yanhua Yang ; Cheng Deng ; Heng Huang 
486,1027,Vision-and-Language Navigation: Interpreting Visually-Grounded Navigation Instructions in Real Environments,Peter Anderson ; Qi Wu ; Damien Teney ; Jake Bruce ; Mark Johnson ; Niko SÃ¼nderhauf ; Ian Reid ; Stephen Gould ; Anton van den Hengel 
487,2022,DenseASPP for Semantic Segmentation in Street Scenes,Maoke Yang ; Kun Yu ; Chi Zhang ; Zhiwei Li ; Kuiyuan Yang 
488,3595,Efficient Optimization for Rank-Based Loss Functions,Pritish Mohapatra ; Michal RolÃ­nek ; C.V. Jawahar ; Vladimir Kolmogorov ; M. Pawan Kumar 
489,2650,Wasserstein Introspective Neural Networks,Kwonjoon Lee ; Weijian Xu ; Fan Fan ; Zhuowen Tu 
490,744,Taskonomy: Disentangling Task Transfer Learning,Amir R. Zamir ; Alexander Sax ; William Shen ; Leonidas J. Guibas ; Jitendra Malik ; Silvio Savarese 
491,1470,Maximum Classifier Discrepancy for Unsupervised Domain Adaptation,Kuniaki Saito ; Kohei Watanabe ; Yoshitaka Ushiku ; Tatsuya Harada 
492,801,Unsupervised Feature Learning via Non-Parametric Instance Discrimination,Zhirong Wu ; Yuanjun Xiong ; Stella X. Yu ; Dahua Lin 
493,1589,Multi-Task Adversarial Network for Disentangled Feature Learning,Yang Liu ; Zhaowen Wang ; Hailin Jin ; Ian Wassell 
494,1593,Learning From Synthetic Data: Addressing Domain Shift for Semantic Segmentation,Swami Sankaranarayanan ; Yogesh Balaji ; Arpit Jain ; Ser Nam Lim ; Rama Chellappa 
495,2851,Empirical Study of the Topology and Geometry of Deep Networks,Alhussein Fawzi ; Seyed-Mohsen Moosavi-Dezfooli ; Pascal Frossard ; Stefano Soatto 
496,3548,Boosting Domain Adaptation by Discovering Latent Domains,Massimiliano Mancini ; Lorenzo Porzi ; Samuel Rota BulÃ² ; Barbara Caputo ; Elisa Ricci 
497,27,Shape From Shading Through Shape Evolution,Dawei Yang ; Jia Deng 
498,974,Weakly Supervised Instance Segmentation Using Class Peak Response,Yanzhao Zhou ; Yi Zhu ; Qixiang Ye ; Qiang Qiu ; Jianbin Jiao 
499,1410,Collaborative and Adversarial Network for Unsupervised Domain Adaptation,Weichen Zhang ; Wanli Ouyang ; Wen Li ; Dong Xu 
500,1643,Environment Upgrade Reinforcement Learning for Non-Differentiable Multi-Stage Pipelines,Shuqin Xie ; Zitian Chen ; Chao Xu ; Cewu Lu 
501,1919,Teaching Categories to Human Learners With Visual Explanations,Oisin Mac Aodha ; Shihan Su ; Yuxin Chen ; Pietro Perona ; Yisong Yue 
502,2354,Density Adaptive Point Set Registration,Felix JÃ¤remo Lawin ; Martin Danelljan ; Fahad Shahbaz Khan ; Per-Erik ForssÃ©n ; Michael Felsberg 
503,483,Left-Right Comparative Recurrent Model for Stereo Matching,Zequn Jie ; Pengfei Wang ; Yonggen Ling ; Bo Zhao ; Yunchao Wei ; Jiashi Feng ; Wei Liu 
504,2567,Im2Pano3D: Extrapolating 360Â° Structure and Semantics Beyond the Field of View,Shuran Song ; Andy Zeng ; Angel X. Chang ; Manolis Savva ; Silvio Savarese ; Thomas Funkhouser 
505,2612,Polarimetric Dense Monocular SLAM,Luwei Yang ; Feitong Tan ; Ao Li ; Zhaopeng Cui ; Yasutaka Furukawa ; Ping Tan 
506,2974,"A Unifying Contrast Maximization Framework for Event Cameras, With Applications to Motion, Depth, and Optical Flow Estimation",Guillermo Gallego ; Henri Rebecq ; Davide Scaramuzza 
507,3156,Modeling Facial Geometry Using Compositional VAEs,Timur Bagautdinov ; Chenglei Wu ; Jason Saragih ; Pascal Fua ; Yaser Sheikh 
508,144,Tangent Convolutions for Dense Prediction in 3D,Maxim Tatarchenko ; Jaesik Park ; Vladlen Koltun ; Qian-Yi Zhou 
509,1719,RayNet: Learning Volumetric 3D Reconstruction With Ray Potentials,Despoina Paschalidou ; Osman Ulusoy ; Carolin Schmitt ; Luc Van Gool ; Andreas Geiger 
510,2792,Neural 3D Mesh Renderer,Hiroharu Kato ; Yoshitaka Ushiku ; Tatsuya Harada 
511,3491,Structured Attention Guided Convolutional Neural Fields for Monocular Depth Estimation,Dan Xu ; Wei Wang ; Hao Tang ; Hong Liu ; Nicu Sebe ; Elisa Ricci 
512,1099,Automatic 3D Indoor Scene Modeling From Single Panorama,Yang Yang ; Shi Jin ; Ruiyang Liu ; Sing Bing Kang ; Jingyi Yu 
513,4083,Extreme 3D Face Reconstruction: Seeing Through Occlusions,Anh Tuáº¥n Tráº§n ; Tal Hassner ; Iacopo Masi ; Eran Paz ; Yuval Nirkin ; GÃ©rard Medioni 
514,2972,Beyond GrÃ¶Bner Bases: Basis Selection for Minimal Solvers,Viktor Larsson ; Magnus Oskarsson ; Kalle ÃstrÃ¶m ; Alge Wallis ; Zuzana Kukelova ; Tomas Pajdla 
515,3438,"Lions and Tigers and Bears: Capturing Non-Rigid, 3D, Articulated Shape From Images",Silvia Zuffi ; Angjoo Kanazawa ; Michael J. Black 
516,1880,Deep Cocktail Network: Multi-Source Unsupervised Domain Adaptation With Category Shift,Ruijia Xu ; Ziliang Chen ; Wangmeng Zuo ; Junjie Yan ; Liang Lin 
517,2666,DOTA: A Large-Scale Dataset for Object Detection in Aerial Images,Gui-Song Xia ; Xiang Bai ; Jian Ding ; Zhen Zhu ; Serge Belongie ; Jiebo Luo ; Mihai Datcu ; Marcello Pelillo ; Liangpei Zhang 
518,3272,Finding Beans in Burgers: Deep Semantic-Visual Embedding With Localization,Martin Engilberge ; Louis Chevallier ; Patrick PÃ©rez ; Matthieu Cord 
519,3408,Feature Super-Resolution: Make Machine See More Clearly,Weimin Tan ; Bo Yan ; Bahetiyaer Bare 
520,3460,ClusterNet: Detecting Small Objects in Large Scenes by Exploiting Spatio-Temporal Information,Rodney LaLonde ; Dong Zhang ; Mubarak Shah 
521,3680,MaskLab: Instance Segmentation by Refining Object Detection With Semantic and Direction Features,Liang-Chieh Chen ; Alexander Hermans ; George Papandreou ; Florian Schroff ; Peng Wang ; Hartwig Adam 
522,367,Hashing as Tie-Aware Learning to Rank,Kun He ; Fatih Cakir ; Sarah Adel Bargal ; Stan Sclaroff 
523,449,Classification-Driven Dynamic Image Enhancement,Vivek Sharma ; Ali Diba ; Davy Neven ; Michael S. Brown ; Luc Van Gool ; Rainer Stiefelhagen 
524,589,Knowledge Aided Consistency for Weakly Supervised Phrase Grounding,Kan Chen ; Jiyang Gao ; Ram Nevatia 
525,603,Who Let the Dogs Out? Modeling Dog Behavior From Visual Data,Kiana Ehsani ; Hessam Bagherinezhad ; Joseph Redmon ; Roozbeh Mottaghi ; Ali Farhadi 
526,910,Pseudo Mask Augmented Object Detection,Xiangyun Zhao ; Shuang Liang ; Yichen Wei 
527,1271,Dual Skipping Networks,Changmao Cheng ; Yanwei Fu ; Yu-Gang Jiang ; Wei Liu ; Wenlian Lu ; Jianfeng Feng ; Xiangyang Xue 
528,1342,Memory Matching Networks for One-Shot Image Recognition,Qi Cai ; Yingwei Pan ; Ting Yao ; Chenggang Yan ; Tao Mei 
529,1352,IQA: Visual Question Answering in Interactive Environments,Daniel Gordon ; Aniruddha Kembhavi ; Mohammad Rastegari ; Joseph Redmon ; Dieter Fox ; Ali Farhadi 
530,1432,Pose Transferrable Person Re-Identification,Jinxian Liu ; Bingbing Ni ; Yichao Yan ; Peng Zhou ; Shuo Cheng ; Jianguo Hu 
531,1502,Large Scale Fine-Grained Categorization and Domain-Specific Transfer Learning,Yin Cui ; Yang Song ; Chen Sun ; Andrew Howard ; Serge Belongie 
532,1565,Data Distillation: Towards Omni-Supervised Learning,Ilija Radosavovic ; Piotr DollÃ¡r ; Ross Girshick ; Georgia Gkioxari ; Kaiming He 
533,1765,Object Referring in Videos With Language and Human Gaze,Arun Balajee Vasudevan ; Dengxin Dai ; Luc Van Gool 
534,2123,Feature Selective Networks for Object Detection,Yao Zhai ; Jingjing Fu ; Yan Lu ; Houqiang Li 
535,2312,Learning a Discriminative Filter Bank Within a CNN for Fine-Grained Recognition,Yaming Wang ; Vlad I. Morariu ; Larry S. Davis 
536,2337,Grounding Referring Expressions in Images by Variational Context,Hanwang Zhang ; Yulei Niu ; Shih-Fu Chang 
537,2764,Dynamic Graph Generation Network: Generating Relational Knowledge From Diagrams,Daesik Kim ; YoungJoon Yoo ; Jee-Soo Kim ; SangKuk Lee ; Nojun Kwak 
538,3120,A Network Architecture for Point Cloud Classification via Automatic Depth Images Generation,Riccardo Roveri ; Lukas Rahmann ; Cengiz Oztireli ; Markus Gross 
539,3583,Towards Dense Object Tracking in a 2D Honeybee Hive,Katarzyna Bozek ; Laetitia Hebert ; Alexander S. Mikheyev ; Greg J. Stephens 
