,Paper ID,Title,Author(s)
1258,3989,Wide Compression: Tensor Ring Nets,Wenqi Wang ; Yifan Sun ; Brian Eriksson ; Wenlin Wang ; Vaneet Aggarwal 
1259,3991,Improvements to Context Based Self-Supervised Learning,T. Nathan Mundhenk ; Daniel Ho ; Barry Y. Chen 
1260,4149,Learning Structure and Strength of CNN Filters for Small Sample Size Training,Rohit Keshari ; Mayank Vatsa ; Richa Singh ; Afzel Noore 
1261,1024,Boosting Self-Supervised Learning via Knowledge Transfer,Mehdi Noroozi ; Ananth Vinjimoor ; Paolo Favaro ; Hamed Pirsiavash 
1262,1487,The Power of Ensembles for Active Learning in Image Classification,William H. Beluch ; Tim Genewein ; Andreas NÃ¼rnberger ; Jan M. KÃ¶hler 
1263,1720,Learning Compact Recurrent Neural Networks With Block-Term Tensor Decomposition,Jinmian Ye ; Linnan Wang ; Guangxi Li ; Di Chen ; Shandian Zhe ; Xinqi Chu ; Zenglin Xu 
1264,1931,Spatially-Adaptive Filter Units for Deep Neural Networks,Domen Tabernik ; Matej Kristan ; AleÅ¡ Leonardis 
1265,2201,SO-Net: Self-Organizing Network for Point Cloud Analysis,Jiaxin Li ; Ben M. Chen ; Gim Hee Lee 
1266,2237,SGAN: An Alternative Training of Generative Adversarial Networks,Tatjana Chavdarova ; FranÃ§ois Fleuret 
1267,2335,SketchyGAN: Towards Diverse and Realistic Sketch to Image Synthesis,Wengling Chen ; James Hays 
1268,2383,Explicit Loss-Error-Aware Quantization for Low-Bit Deep Neural Networks,Aojun Zhou ; Anbang Yao ; Kuan Wang ; Yurong Chen 
1269,2624,Towards Universal Representation for Unseen Action Recognition,Yi Zhu ; Yang Long ; Yu Guan ; Shawn Newsam ; Ling Shao 
1270,2711,Deep Image Prior,Dmitry Ulyanov ; Andrea Vedaldi ; Victor Lempitsky 
1271,380,ST-GAN: Spatial Transformer Generative Adversarial Networks for Image Compositing,Chen-Hsuan Lin ; Ersin Yumer ; Oliver Wang ; Eli Shechtman ; Simon Lucey 
1272,2205,CartoonGAN: Generative Adversarial Networks for Photo Cartoonization,Yang Chen ; Yu-Kun Lai ; Yong-Jin Liu 
